Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
2017/12/23,15:11:27,25.81,26.81,25.56,26.25,10,11,56,41,0.07,0.06,0.06,0.06,470,-2.12307692308,0,0,0
2017/12/25,20:24:08,25.44,25.44,25.06,26.0,0,0,0,0,0.08,0.05,0.06,0.11,350,-0.0115384615385,0,0,0
2018/01/11,08:36:10,25.13,25.06,24.63,25.13,6,7,32,21,0.08,0.05,0.06,0.09,345,0.0,0,0,0
2017/12/23,05:17:39,25.13,25.13,24.56,25.44,0,0,0,0,0.07,0.05,0.05,0.06,360,0.0,0,0,0
2018/01/11,01:51:16,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.04,0.06,0.09,345,0.0,0,0,0
2017/12/24,08:33:33,25.13,25.13,24.63,25.38,6,6,33,22,0.07,0.05,0.06,0.07,360,0.0,0,0,0
2017/12/24,03:48:08,25.25,25.31,24.69,25.63,0,0,0,0,0.08,0.05,0.06,0.07,360,0.0,0,0,0
2017/12/23,03:23:16,25.19,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0807692307692,0,0,0
2018/01/11,00:13:14,25.25,25.25,24.88,25.38,0,0,0,0,0.07,0.04,0.06,0.08,345,0.0,0,0,0
2017/12/25,10:28:47,25.06,25.13,24.75,25.69,10,11,48,33,0.08,0.04,0.06,0.11,355,0.0,0,0,0
2017/12/25,20:01:09,25.44,25.5,25.13,26.0,0,0,0,0,0.07,0.05,0.06,0.09,350,-0.165384615385,0,0,0
2017/12/23,04:58:45,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
2017/12/25,23:49:23,25.38,25.38,25.0,25.88,0,0,0,0,0.09,0.05,0.07,0.1,355,0.0,0,0,0
2018/01/10,20:14:48,25.5,25.5,25.13,25.63,0,0,0,0,0.07,0.05,0.05,0.08,390,-1.68846153846,0,0,0
2017/12/24,06:49:54,25.13,25.13,24.56,25.44,0,0,1,1,0.07,0.06,0.06,0.06,360,0.0230769230769,0,0,0
2017/12/25,11:17:18,25.19,25.19,24.88,25.75,13,15,59,41,0.07,0.05,0.06,0.1,355,0.0,0,0,0
2018/01/11,04:53:33,25.13,25.19,24.63,25.25,0,0,0,0,0.08,0.04,0.05,0.08,345,0.0,0,0,0
2017/12/23,01:40:39,25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0,0,0,0
2017/12/22,14:40:28,26.0,26.25,25.88,26.38,17,21,94,58,0.07,0.05,0.07,0.07,830,-5.73846153846,0,0,0
2017/12/25,12:44:36,25.25,25.31,25.13,25.94,16,20,70,50,0.07,0.05,0.05,0.1,355,0.0,0,0,0
2018/01/10,18:41:21,25.69,25.81,25.44,25.75,0,0,0,0,0.07,0.04,0.05,0.08,700,-1.86538461538,0,0,0
2017/12/23,05:11:31,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
2017/12/24,07:06:45,25.13,25.13,24.5,25.44,0,0,5,3,0.07,0.05,0.06,0.06,355,-0.188461538462,0,0,0
2018/01/11,02:00:58,25.19,25.19,24.75,25.25,0,0,0,0,0.06,0.05,0.06,0.08,345,0.0,0,0,0
2017/12/24,05:53:14,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0269230769231,0,0,0
2017/12/25,09:28:33,25.06,25.06,24.56,25.44,7,8,37,24,0.08,0.05,0.06,0.11,355,0.0,0,0,0
2017/12/25,11:01:59,25.13,25.13,24.81,25.69,13,14,59,43,0.07,0.05,0.07,0.09,355,0.0,0,0,0
2017/12/23,09:47:14,25.06,25.06,24.63,25.38,8,8,40,27,0.08,0.06,0.1,0.07,360,-0.0192307692308,0,0,0
2018/01/11,01:07:21,25.19,25.25,24.75,25.25,0,0,0,0,0.08,0.04,0.05,0.09,345,0.0,0,0,0
2018/01/10,20:40:50,25.5,25.44,25.13,25.56,0,0,0,0,0.07,0.04,0.07,0.08,380,-0.126923076923,0,0,0
2017/12/25,10:48:12,25.13,25.13,24.81,25.75,12,14,54,39,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/26,06:54:12,25.13,25.19,24.56,25.38,0,0,1,1,0.08,0.05,0.05,0.11,350,-0.173076923077,0,0,0
2017/12/24,05:47:37,25.19,25.19,24.56,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
2017/12/25,21:50:56,25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.09,355,-0.0307692307692,0,0,0
2017/12/26,03:57:01,25.25,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/24,00:19:19,25.44,25.44,25.0,25.69,0,0,0,0,0.07,0.05,0.05,0.06,370,0.0,0,0,0
2018/01/10,23:56:54,25.25,25.31,24.88,25.38,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
2018/01/10,20:43:23,25.44,25.44,25.13,25.63,0,0,0,0,0.07,0.04,0.06,0.08,380,-0.261538461538,0,0,0
2017/12/24,06:09:34,25.19,25.19,24.56,25.44,0,0,0,0,0.06,0.05,0.07,0.06,360,-0.157692307692,0,0,0
2018/01/11,02:01:29,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
2017/12/22,20:30:13,25.88,26.0,25.56,26.06,0,0,0,0,0.07,0.04,0.07,0.07,880,-3.45769230769,0,0,0
2017/12/24,02:27:59,25.31,25.38,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.07,360,-0.130769230769,0,0,0
2017/12/25,18:25:10,25.44,25.44,25.19,26.13,0,0,0,0,0.07,0.05,0.06,0.11,350,-0.0538461538462,0,0,0
2018/01/11,04:04:01,25.19,25.19,24.63,25.25,0,0,0,0,0.07,0.04,0.06,0.08,345,0.0,0,0,0
2017/12/23,05:05:23,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,0.0,0,0,0
2017/12/26,04:01:06,25.31,25.31,24.81,25.63,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2018/01/10,23:20:08,25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
2017/12/26,06:45:31,25.13,25.19,24.56,25.31,0,0,0,0,0.07,0.04,0.06,0.1,350,-0.0807692307692,0,0,0
2017/12/25,20:53:45,25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.119230769231,0,0,0
2017/12/24,05:39:27,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,3.0792046480700003e-18,0,0,0
2018/01/11,07:28:46,25.06,25.06,24.56,25.13,1,1,9,5,0.08,0.05,0.06,0.1,345,0.0,0,0,0
2017/12/24,00:45:52,25.44,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.05,0.06,365,-0.0423076923077,0,0,0
2017/12/23,21:23:40,25.69,25.69,25.31,25.94,0,0,0,0,0.07,0.05,0.05,0.06,650,-2.19615384615,0,0,0
2018/01/10,22:01:30,25.31,25.38,25.0,25.44,0,0,0,0,0.07,0.05,0.06,0.09,360,0.0,0,0,0
2017/12/26,02:10:19,25.31,25.38,24.88,25.81,0,0,0,0,0.07,0.06,0.07,0.1,355,0.0,0,0,0
2017/12/24,01:21:05,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.04,0.06,0.07,365,0.0,0,0,0
2017/12/23,07:11:00,25.06,25.06,24.44,25.31,0,0,5,4,0.08,0.05,0.06,0.06,355,0.0,0,0,0
2017/12/25,11:09:38,25.19,25.19,24.88,25.75,12,14,56,40,0.13,0.16,0.13,0.1,355,0.0,0,0,0
2017/12/26,00:15:56,25.38,25.44,24.94,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2018/01/10,18:56:10,25.69,25.75,25.38,25.69,0,0,0,0,0.09,0.07,0.09,0.09,630,-1.47692307692,0,0,0
2017/12/24,04:47:53,25.19,25.25,24.69,25.63,0,0,0,0,0.07,0.05,0.06,0.07,360,0.0,0,0,0
2017/12/23,05:31:26,25.13,25.13,24.56,25.31,0,0,0,0,0.08,0.06,0.06,0.06,360,0.0,0,0,0
2017/12/25,21:25:55,25.38,25.44,25.06,25.94,0,0,0,0,0.07,0.06,0.06,0.09,350,-0.173076923077,0,0,0
2017/12/23,14:19:53,26.0,27.06,25.56,26.31,15,16,75,54,0.08,0.06,0.06,0.06,630,-0.819230769231,0,0,0
2017/12/23,09:53:52,25.06,25.13,24.69,25.38,8,9,41,28,0.08,0.05,0.07,0.06,355,-0.0384615384615,0,0,0
2018/01/10,21:39:33,25.38,25.38,25.06,25.5,0,0,0,0,0.07,0.04,0.05,0.09,365,-0.126923076923,0,0,0
2017/12/25,18:09:20,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0.0384615384615,0,0,0
2017/12/23,22:50:28,25.5,25.5,25.06,25.69,0,0,0,0,0.06,0.05,0.05,0.06,385,-0.280769230769,0,0,0
2017/12/26,01:19:46,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.05,0.07,0.1,355,0.0,0,0,0
2017/12/24,06:51:57,25.13,25.13,24.5,25.44,0,0,1,1,0.07,0.04,0.06,0.06,355,-0.0615384615385,0,0,0
2018/01/11,02:16:48,25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.04,0.06,0.08,345,0.0,0,0,0
2017/12/25,12:30:49,25.25,25.25,25.06,25.88,17,20,74,53,0.07,0.05,0.06,0.09,355,0.0,0,0,0
2017/12/25,12:42:03,25.31,25.31,25.13,25.88,16,19,71,51,0.07,0.06,0.08,0.1,355,0.0,0,0,0
2018/01/11,08:24:56,25.13,25.06,24.63,25.13,6,6,30,20,0.08,0.05,0.06,0.08,345,0.0,0,0,0
2018/01/11,05:43:35,25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
2017/12/23,03:33:29,25.19,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0692307692308,0,0,0
2017/12/26,07:25:51,25.06,25.06,24.56,25.19,1,1,10,6,0.08,0.06,0.06,0.1,350,0.0,0,0,0
2017/12/24,07:17:29,25.13,25.13,24.5,25.44,1,1,7,5,0.06,0.05,0.06,0.06,360,0.161538461538,0,0,0
2018/01/10,18:05:06,25.88,26.13,25.69,25.94,0,0,0,0,0.07,0.04,0.04,0.09,835,-0.00769230769231,0,0,0
2017/12/24,02:04:29,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.07,0.06,365,0.0,0,0,0
2017/12/25,20:16:28,25.44,25.5,25.13,26.06,0,0,0,0,0.08,0.04,0.06,0.11,350,-0.126923076923,0,0,0
2017/12/25,21:56:33,25.38,25.44,25.06,25.94,0,0,0,0,0.07,0.05,0.06,0.09,355,-0.0269230769231,0,0,0
2017/12/23,04:06:40,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,0.0,0,0,0
2017/12/23,07:01:48,25.06,25.06,24.44,25.38,0,0,3,2,0.08,0.05,0.06,0.06,355,-0.0115384615385,0,0,0
2017/12/23,23:33:21,25.44,25.44,25.0,25.63,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.126923076923,0,0,0
2017/12/23,21:45:37,25.69,25.63,25.31,25.81,0,0,0,0,0.06,0.05,0.06,0.07,555,-2.01538461538,0,0,0
2017/12/25,21:09:04,25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.06,0.06,0.1,355,0.134615384615,0,0,0
2017/12/23,00:59:48,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.219230769231,0,0,0
2017/12/23,00:26:37,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.07,375,-7.69801162017e-19,0,0,0
2017/12/26,06:51:08,25.13,25.19,24.56,25.38,0,0,1,1,0.08,0.05,0.06,0.1,350,-0.0192307692308,0,0,0
2017/12/23,05:26:50,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.05,360,0.0,0,0,0
2017/12/22,21:01:21,25.75,25.81,25.44,25.94,0,0,0,0,0.08,0.05,0.06,0.06,735,-2.10769230769,0,0,0
2018/01/11,02:13:44,25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.04,0.05,0.08,345,0.0,0,0,0
2017/12/23,10:36:15,25.13,25.13,24.81,25.63,11,12,53,37,0.09,0.06,0.06,0.06,355,-0.0884615384615,0,0,0
2018/01/10,19:27:18,25.56,25.63,25.25,25.69,0,0,0,0,0.07,0.04,0.05,0.09,530,-2.63076923077,0,0,0
2017/12/26,04:56:15,25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.06,0.06,0.09,355,0.0,0,0,0
2017/12/25,13:04:01,25.31,25.31,25.19,26.0,17,20,74,53,0.07,0.06,0.06,0.1,355,0.0,0,0,0
2017/12/22,23:16:09,25.44,25.5,25.06,25.75,0,0,0,0,0.07,0.05,0.05,0.06,390,-0.0807692307692,0,0,0
2017/12/26,06:12:20,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.09,355,0.0,0,0,0
2017/12/24,04:19:17,25.25,25.25,24.69,25.63,0,0,0,0,0.07,0.06,0.07,0.06,360,0.0,0,0,0
2018/01/10,19:56:25,25.56,25.56,25.19,25.63,0,0,0,0,0.08,0.05,0.46,0.09,445,-1.81153846154,0,0,0
2017/12/25,15:19:49,25.44,25.44,25.44,26.13,12,15,60,45,0.13,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/25,11:56:37,25.25,25.19,25.0,25.81,14,17,67,48,0.08,0.05,0.07,0.1,355,0.0,0,0,0
2018/01/10,19:40:04,25.56,25.56,25.19,25.63,0,0,0,0,0.07,0.04,0.06,0.09,495,-1.73076923077,0,0,0
2017/12/22,23:59:02,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.05,380,0.0,0,0,0
2017/12/26,08:24:34,25.06,25.06,24.63,25.25,5,5,29,20,0.08,0.05,0.06,0.1,350,0.0,0,0,0
2017/12/24,08:31:00,25.06,25.13,24.56,25.44,6,6,32,21,0.07,0.05,0.06,0.07,360,0.0,0,0,0
2017/12/23,06:11:15,25.06,25.13,24.5,25.25,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0846153846154,0,0,0
2017/12/22,20:54:43,25.75,25.88,25.44,26.06,0,0,0,0,0.06,0.04,0.07,0.06,755,-2.05769230769,0,0,0
2017/12/24,00:55:03,25.44,25.44,24.94,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.161538461538,0,0,0
2017/12/24,05:08:49,25.25,25.25,24.63,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0230769230769,0,0,0
2017/12/25,21:25:24,25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.107692307692,0,0,0
2017/12/25,21:11:37,25.38,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.06,0.1,355,0.173076923077,0,0,0
2017/12/23,22:43:19,25.5,25.5,25.13,25.63,0,0,0,0,0.07,0.05,0.06,0.06,390,-0.4,0,0,0
2017/12/25,20:48:08,25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.06,0.1,355,-0.0692307692308,0,0,0
2017/12/26,08:08:44,25.06,25.06,24.56,25.0,5,5,25,17,0.07,0.06,0.07,0.1,350,0.0,0,0,0
2017/12/22,22:17:57,25.56,25.63,25.19,25.88,0,0,0,0,0.07,0.05,0.06,0.06,465,-1.02692307692,0,0,0
2017/12/25,10:06:50,25.06,25.06,24.69,25.69,9,10,45,30,0.08,0.05,0.07,0.09,355,0.0,0,0,0
2017/12/25,23:23:21,25.38,25.38,25.0,25.81,0,0,0,0,0.08,0.05,0.06,0.11,355,0.0,0,0,0
2017/12/25,09:22:25,25.0,25.06,24.56,25.38,7,8,37,24,0.07,0.05,0.06,0.09,355,-0.126923076923,0,0,0
2017/12/26,07:01:21,25.13,25.13,24.56,25.25,0,0,3,2,0.08,0.05,0.06,0.11,350,-0.0384615384615,0,0,0
2018/01/11,04:20:21,25.13,25.19,24.63,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0.0,0,0,0
2017/12/25,16:53:16,25.44,25.44,25.31,26.13,2,2,13,9,0.08,0.05,0.07,0.1,350,-0.00384615384615,0,0,0
2017/12/25,12:47:10,25.31,25.25,25.13,25.94,17,20,73,53,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2018/01/11,05:51:45,25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.05,0.05,0.08,345,0.0,0,0,0
2018/01/10,20:37:46,25.44,25.44,25.13,25.63,0,0,0,0,0.07,0.05,0.05,0.08,385,0.0,0,0,0
2018/01/11,01:49:44,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
2018/01/11,07:47:09,25.06,25.06,24.56,25.13,3,3,15,10,0.08,0.04,0.05,0.09,345,0.0,0,0,0
2017/12/25,16:06:17,25.44,25.44,25.38,26.13,6,8,35,25,0.08,0.05,0.06,0.11,350,-0.273076923077,0,0,0
2017/12/23,08:37:17,25.0,25.06,24.56,25.31,6,6,31,21,0.08,0.05,0.07,0.06,360,0.0,0,0,0
2018/01/10,18:28:35,25.75,25.88,25.5,25.81,0,0,0,0,0.08,0.05,0.06,0.08,750,-1.79615384615,0,0,0
2017/12/24,04:36:39,25.25,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0,0
2018/01/11,06:28:31,25.06,25.13,24.56,25.13,0,0,0,0,0.08,0.05,0.05,0.08,345,0.0,0,0,0
2017/12/22,20:03:09,26.06,26.31,25.81,26.19,0,0,0,0,0.07,0.04,0.07,0.06,1030,-5.01923076923,0,0,0
2017/12/25,16:53:46,25.44,25.44,25.38,26.19,2,2,13,9,0.08,0.05,0.06,0.1,350,-0.00769230769231,0,0,0
2017/12/26,05:41:11,25.19,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/25,16:51:13,25.44,25.44,25.31,26.19,2,3,14,10,0.08,0.05,0.06,0.11,350,0.0115384615385,0,0,0
2017/12/24,03:40:59,25.25,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.05,0.06,360,0.0,0,0,0
2017/12/23,05:58:29,25.13,25.13,24.5,25.31,0,0,0,0,0.08,0.04,0.07,0.06,360,0.107692307692,0,0,0
2018/01/10,18:40:51,25.75,25.75,25.38,25.75,0,0,0,0,0.06,0.05,0.05,0.08,700,-1.83846153846,0,0,0
2018/01/11,08:40:45,25.13,25.06,24.63,25.25,6,6,31,20,0.08,0.04,0.06,0.09,345,0.0,0,0,0
2017/12/22,23:48:50,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,-0.276923076923,0,0,0
2017/12/24,01:56:19,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.07,365,0.0,0,0,0
2017/12/24,05:35:52,25.19,25.19,24.56,25.5,0,0,0,0,0.07,0.05,0.05,0.07,360,-0.0807692307692,0,0,0
2017/12/22,20:11:50,26.0,26.19,25.69,26.19,0,0,0,0,0.07,0.05,0.06,0.07,990,-2.64615384615,0,0,0
2017/12/23,08:50:33,25.06,25.0,24.56,25.25,6,6,32,20,0.08,0.05,0.06,0.05,360,0.0,0,0,0
2017/12/23,05:00:17,25.13,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
2018/01/11,03:59:25,25.19,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.05,0.08,345,0.0,0,0,0
2017/12/25,19:08:34,25.44,25.44,25.13,26.06,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0384615384615,0,0,0
2017/12/23,22:21:22,25.56,25.56,25.13,25.75,0,0,0,0,0.07,0.05,0.07,0.05,425,-1.40384615385,0,0,0
2017/12/25,23:44:48,25.38,25.38,25.0,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2018/01/10,20:09:11,25.5,25.5,25.19,25.63,0,0,0,0,0.07,0.05,0.05,0.1,410,-0.953846153846,0,0,0
2017/12/23,22:10:08,25.63,25.63,25.19,25.75,0,0,0,0,0.07,0.04,0.06,0.05,465,-1.96538461538,0,0,0
2017/12/26,02:48:06,25.31,25.31,24.88,25.69,0,0,0,0,0.08,0.04,0.06,0.09,355,0.0,0,0,0
2018/01/10,22:47:58,25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.09,350,0.0,0,0,0
2018/01/10,20:40:19,25.5,25.44,25.13,25.63,0,0,0,0,0.07,0.05,0.05,0.09,380,-0.0884615384615,0,0,0
2017/12/23,07:51:50,25.06,25.0,24.44,25.31,4,4,20,14,0.08,0.06,0.06,0.06,355,0.0961538461538,0,0,0
2017/12/25,16:25:41,25.44,25.44,25.38,26.06,5,5,25,18,0.08,0.05,0.06,0.11,355,-0.0307692307692,0,0,0
2017/12/24,00:42:48,25.44,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0884615384615,0,0,0
2017/12/23,04:48:02,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.05,0.05,360,0.0,0,0,0
2017/12/24,04:13:40,25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.06,0.06,0.06,360,0.0,0,0,0
2018/01/10,23:51:47,25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0.0,0,0,0
2017/12/23,20:30:03,25.94,25.81,25.56,26.06,0,0,0,0,0.06,0.04,0.05,0.07,855,-2.63461538462,0,0,0
2017/12/23,02:59:47,25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.07,0.06,365,0.0,0,0,0
2018/01/10,20:53:36,25.44,25.44,25.06,25.56,0,0,0,0,0.07,0.05,0.05,0.09,380,0.0,0,0,0
2017/12/23,10:31:08,25.13,25.19,24.81,25.63,10,11,49,34,0.08,0.05,0.08,0.06,355,0.169230769231,0,0,0
2017/12/22,14:54:46,25.94,26.06,25.75,26.31,15,20,89,54,0.07,0.05,0.07,0.06,750,-3.64615384615,0,0,0
2017/12/22,19:51:24,26.19,26.56,25.88,26.38,0,0,0,0,0.07,0.06,0.06,0.06,1140,-5.46538461538,0,0,0
2018/01/11,07:11:55,25.06,25.06,24.56,25.19,0,0,5,3,0.07,0.05,0.06,0.09,345,0.0,0,0,0
2017/12/22,22:45:00,25.5,25.56,25.13,25.88,0,0,0,0,0.06,0.04,0.05,0.06,410,-1.05384615385,0,0,0
2017/12/26,01:43:15,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,355,0.0,0,0,0
2017/12/25,13:12:41,25.31,25.31,25.19,25.94,18,21,75,54,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/24,05:06:46,25.19,25.25,24.63,25.56,0,0,0,0,0.07,0.05,0.06,0.07,360,-0.0384615384615,0,0,0
2017/12/23,21:09:22,25.75,25.75,25.44,26.06,0,0,0,0,0.07,0.05,0.06,0.07,715,-1.99230769231,0,0,0
2017/12/22,15:22:51,25.81,25.88,25.69,26.38,13,16,79,49,0.07,0.05,0.07,0.06,600,-3.73461538462,0,0,0
2018/01/10,23:10:57,25.31,25.31,24.88,25.38,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
2017/12/25,17:06:32,25.44,25.44,25.31,26.13,1,1,8,5,0.08,0.05,0.06,0.11,350,0.0,0,0,0
2017/12/23,11:48:45,25.19,25.25,25.0,25.88,13,15,61,44,0.24,0.23,0.19,0.06,360,-0.0615384615385,1,0,0
2018/01/11,04:21:23,25.19,25.13,24.69,25.25,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
2017/12/24,06:38:40,25.13,25.19,24.5,25.44,0,0,0,0,0.07,0.05,0.06,0.06,360,0.103846153846,0,0,0
2017/12/23,00:53:10,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.07,0.05,375,0.0,0,0,0
2017/12/25,09:19:52,25.0,25.0,24.56,25.31,7,8,36,24,0.07,0.04,0.06,0.1,355,-0.153846153846,0,0,0
2018/01/11,06:44:51,25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
2017/12/23,08:57:12,25.06,25.06,24.56,25.44,6,6,32,20,0.08,0.05,0.06,0.06,360,0.0,0,0,0
2017/12/25,16:12:25,25.44,25.44,25.38,26.13,5,7,35,23,0.08,0.06,0.07,0.1,355,0.0692307692308,0,0,0
2017/12/25,22:52:43,25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.07,0.09,355,0.0,0,0,0
2017/12/25,20:55:17,25.44,25.44,25.13,25.94,0,0,0,0,0.09,0.05,0.07,0.1,350,-0.123076923077,0,0,0
2018/01/11,03:52:47,25.19,25.19,24.69,25.25,0,0,0,0,0.08,0.05,0.05,0.09,345,0.0,0,0,0
2017/12/23,11:22:43,25.19,25.19,24.88,25.81,14,15,64,45,0.07,0.05,0.14,0.06,360,0.0576923076923,0,0,0
2017/12/24,07:32:17,25.06,25.13,24.5,25.38,2,2,12,8,0.07,0.05,0.06,0.07,360,0.05,0,0,0
2018/01/10,22:31:38,25.38,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.08,350,-0.146153846154,0,0,0
2017/12/25,10:58:24,25.19,25.13,24.88,25.75,12,14,55,39,0.08,0.05,0.06,0.1,355,0.0,0,0,0
2017/12/22,21:12:35,25.75,25.75,25.38,25.94,0,0,0,0,0.07,0.05,0.06,0.06,680,-2.21538461538,0,0,0
2018/01/11,05:21:07,25.13,25.13,24.63,25.19,0,0,0,0,0.08,0.05,0.05,0.08,345,0.0,0,0,0
2018/01/10,18:57:11,25.69,25.69,25.31,25.75,0,0,0,0,0.07,0.05,0.06,0.09,635,-1.56153846154,0,0,0
2017/12/22,15:00:23,25.94,26.0,25.75,26.31,14,18,82,51,0.08,0.05,0.07,0.07,715,-2.55,0,0,0
2017/12/24,05:23:06,25.19,25.19,24.63,25.56,0,0,0,0,0.06,0.06,0.06,0.06,360,0.0,0,0,0
2017/12/23,04:06:10,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,0.0,0,0,0
2017/12/24,00:56:04,25.44,25.44,24.94,25.69,0,0,0,0,0.06,0.04,0.06,0.06,365,-0.165384615385,0,0,0
2017/12/25,23:17:44,25.44,25.38,25.0,25.88,0,0,0,0,0.08,0.05,0.06,0.11,355,0.0,0,0,0
2017/12/24,04:29:30,25.25,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0,0
2017/12/23,06:35:15,25.06,25.06,24.44,25.25,0,0,0,0,0.08,0.05,0.06,0.05,355,-0.0269230769231,0,0,0
2017/12/25,17:57:36,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0.0,1,0,0
2017/12/25,16:34:22,25.44,25.5,25.38,26.13,4,4,26,15,0.07,0.05,0.06,0.1,350,0.00384615384615,0,0,0
2017/12/25,11:52:32,25.19,25.19,25.0,25.88,15,17,67,48,0.11,0.05,0.12,0.13,355,0.0,0,0,0
2017/12/23,14:48:59,25.88,26.94,25.5,26.25,12,13,60,44,0.1,0.13,0.21,0.07,545,-1.5,0,0,0
