intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio.1,Class
0.179667,-0.212727,0.132491,-1.306507,0.261718,1.103861,0.597681,0.111716,0.469443,0.762705,A
-2.215039,-0.29909,0.352988,0.054854,-1.704602,2.391131,0.861934,-1.659203,-0.621908,1.7116,A
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.349509,0.446679,-0.310279,-0.247731,-0.43308,A
0.15498,-0.322644,0.175168,0.126526,0.17234,-0.01731,0.635431,0.06741,-0.091823,-0.238703,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.349509,0.257927,-0.385979,-0.247731,-0.33131,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.605563,0.52218,-0.218502,-0.559546,0.383511,A
0.167323,0.226939,0.239183,-0.094813,0.17234,0.397939,0.371178,0.13416,0.001721,0.272061,A
0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.397939,0.069175,0.092921,0.095265,0.437855,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.640182,-0.044076,-0.214172,-0.590727,-0.440566,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.480988,0.069175,1.517469,0.375899,0.518094,A
0.25373,0.219088,0.14316,0.720541,0.261718,-0.972381,0.144676,0.325945,-0.684271,-0.834612,A
0.130292,0.077766,0.299642,-0.693335,0.261718,-1.30458,0.295677,-3.439071,-2.9917,-1.212661,A
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.515608,-0.081827,0.060051,0.656532,-0.299557,A
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-0.806282,0.295677,-0.679132,-0.840179,-0.766235,A
-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.339298,-3.06411,2.306258,-3.147608,-3.870781,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.432558,0.106925,-0.29395,0.62535,-0.322775,A
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.474083,-0.006326,0.017628,-0.185368,-0.316868,A
0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.391033,0.182426,-0.652378,0.095265,-0.324921,A
0.142636,0.486028,0.100483,-0.448543,0.17234,-0.183409,-0.195078,-1.594374,-1.307901,0.081385,A
0.327793,0.336855,-0.020434,1.086893,0.261718,0.854712,0.031425,0.579996,0.438262,0.89026,A
0.266074,-0.16562,0.32098,0.483299,0.17234,-0.391033,0.333428,-0.752018,-0.87136,-0.418758,A
-3.498799,0.329004,0.139604,0.982191,-4.922215,-0.723232,1.352689,0.851481,-2.742249,-1.171227,A
-0.116585,0.069915,0.068476,-0.783147,0.261718,1.26996,0.257927,-0.467252,-0.154186,1.124154,A
0.056229,0.124874,0.136047,0.14974,0.17234,0.107265,0.106925,-0.057975,-0.029461,0.165012,A
0.130292,-0.456114,0.292529,0.202672,0.261718,1.020811,0.484429,-0.011359,-0.216549,0.759293,A
0.080916,0.164129,0.19295,0.819007,0.261718,-0.183409,0.446679,0.475133,-0.372457,-0.289033,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,0.854712,0.031425,0.006135,-1.401445,0.886294,A
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.01731,0.106925,1.251788,0.687713,0.042712,A
0.043885,-0.079257,0.061363,0.565085,0.261718,0.024215,-0.006326,0.388036,-0.247731,0.159056,A
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.771662,0.220177,1.513372,0.905984,0.704406,A
0.15498,-0.040001,0.363657,1.200934,0.261718,1.643684,0.484429,0.151265,0.126447,1.302353,A
0.229043,-1.044953,0.349432,0.84243,0.261718,0.397939,0.295677,1.72168,0.438262,0.310697,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.681707,0.069175,0.592751,0.40708,-0.540576,A
0.266074,-0.16562,0.32098,0.483299,0.17234,0.730137,0.408929,-0.50651,-1.058449,0.53766,A
-0.116585,0.203385,5.49199,1.852806,-1.436467,-0.307984,0.257927,0.811718,-0.590727,-0.299256,A
0.080916,0.650903,-0.023991,0.472826,0.261718,2.64028,-0.081827,-1.397949,-0.933723,2.615011,A
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.349509,0.182426,0.4563,0.375899,-0.297942,A
0.117948,-0.008597,0.623275,-0.855684,0.17234,0.771662,0.484429,0.050013,-0.278912,0.532524,A
0.15498,0.054213,0.164499,-0.048325,0.261718,-0.307984,0.333428,0.99931,0.562987,-0.340967,A
0.229043,-1.044953,0.349432,0.84243,0.261718,1.394535,0.484429,0.402326,0.282354,1.089604,A
0.401857,-0.220579,-3.210528,-1.185513,-1.168333,2.225032,-2.913108,-2.09669,-2.180982,-1.415103,A
0.130292,-0.126364,0.271191,0.816262,0.261718,-0.640182,0.295677,-2.028833,-2.274526,-0.616426,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,3.055529,2.560702,0.263253,-1.183175,1.159837,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,1.062336,-0.195078,-0.926348,-0.341275,1.228527,A
0.204355,0.038511,0.036468,0.655644,0.17234,0.564038,-2.837607,0.703866,0.001721,-1.312719,A
-0.030178,0.093469,0.235627,1.206186,0.261718,0.439463,0.446679,0.897399,0.562987,0.267119,A
0.241386,-0.322644,0.310311,0.49055,0.261718,1.685209,0.635431,-0.485134,-0.247731,1.255205,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.190314,-0.497081,0.081156,-0.403638,0.597381,A
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.847807,-0.081827,-0.792208,-0.497183,-0.612448,A
0.031541,-0.346197,-0.009765,1.029902,0.082961,-0.432558,0.031425,-0.303328,-0.43482,-0.287888,A
0.117948,-0.220579,0.367214,0.914608,0.261718,0.14879,0.484429,0.759394,0.313536,-0.015321,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,-1.013906,0.446679,-1.927174,-1.837986,-1.024372,A
-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.183409,0.635431,-0.296552,-2.305708,-0.386198,A
0.327793,-0.142067,0.481018,-2.171392,0.261718,1.020811,0.55993,-0.363069,0.313536,0.713592,A
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.432558,-0.157328,0.250128,0.064084,-0.171231,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,0.06574,0.408929,-0.617566,0.282354,-0.044615,A
0.130292,-0.071406,0.214288,0.915742,0.261718,0.854712,0.069175,0.219024,-0.091823,0.854673,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.564038,0.484429,-0.300299,-0.247731,0.361161,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.446679,0.657405,0.62535,0.298799,A
0.068573,0.148427,0.111153,0.179577,0.261718,0.14879,-0.119577,-0.33614,-0.528364,0.345874,A
-0.030178,0.014957,0.264078,0.374062,0.261718,0.356414,0.673182,0.494684,0.562987,0.066545,A
0.080916,0.650903,-0.023991,0.472826,0.261718,0.231839,0.937434,0.427818,0.219991,-0.176872,A
-0.079554,0.313302,0.139604,0.295528,0.261718,0.813187,-0.044076,0.456572,0.18881,0.900266,A
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.224934,1.012935,-0.111523,-0.154186,-0.597656,A
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.480988,0.182426,0.858335,0.001721,0.456227,A
0.130292,0.336855,0.100483,0.382834,0.17234,0.06574,-0.119577,-0.680763,-0.964905,0.225841,A
0.241386,0.23479,0.121822,1.037988,0.261718,0.979286,0.861934,-0.035182,0.001721,0.508691,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.391033,-0.157328,-0.548797,-1.307901,-0.15281,A
0.09326,-1.680899,0.356544,0.180532,0.17234,1.26996,0.55993,-0.705052,0.344717,0.961506,A
0.846235,0.014957,-0.052442,0.98795,0.261718,0.06574,0.220177,0.860005,0.126447,0.051199,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,-0.058835,0.069175,1.280911,0.469443,0.035564,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-1.138481,0.144676,-1.026357,-0.528364,-0.995211,A
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,1.311485,0.031425,-0.346857,0.001721,1.312696,A
0.463576,0.109171,0.224957,-1.411178,0.261718,-0.515608,0.295677,0.925104,0.656532,-0.493753,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.141884,0.748682,0.496975,0.874802,-0.381086,A
0.142636,0.470326,-2.958023,-0.379737,0.261718,-0.307984,0.899684,0.356913,1.124254,-0.62085,A
0.105604,-0.251983,0.466793,0.287084,0.261718,0.273364,0.106925,0.516974,0.001721,0.314568,A
-0.030178,0.093469,0.235627,1.206186,0.261718,0.522513,0.106925,0.439739,0.500624,0.537949,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,0.688613,0.597681,0.000853,0.18881,0.397893,A
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-0.266459,0.257927,-0.128026,-0.091823,-0.263898,A
-0.079554,0.313302,0.139604,0.295528,0.261718,0.06574,0.031425,0.173573,0.001721,0.179562,A
-0.153617,-0.03215,0.271191,0.057241,0.261718,-0.183409,0.106925,-1.182419,-1.151994,-0.10641,A
0.006853,-0.055704,0.335206,1.778897,0.261718,0.397939,0.257927,0.737998,0.438262,0.338014,A
0.204355,0.360409,0.139604,0.299019,-0.095795,0.231839,0.257927,0.361359,0.531806,0.212617,A
0.031541,-2.426761,0.37077,0.77977,0.17234,0.397939,0.446679,0.738193,0.126447,0.228518,A
-0.042522,-0.110662,0.40989,1.097277,0.261718,1.602159,0.371178,0.981254,0.656532,1.414031,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.30458,0.333428,-1.043249,0.001721,-1.216567,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.771662,0.446679,-1.665454,-1.71326,0.574693,A
-0.178304,0.014957,0.264078,0.582361,0.17234,0.730137,0.673182,0.402927,-0.123005,0.384523,A
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.307984,0.295677,0.202929,0.781258,-0.313324,A
0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.295677,0.854549,-0.185368,0.200429,A
0.080916,-0.244132,0.45968,0.426726,0.261718,0.231839,-2.686605,-0.055451,0.18881,-1.402349,A
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.01731,0.52218,0.473774,-0.559546,-0.178765,A
0.389513,0.376111,0.018686,-0.690978,0.082961,1.311485,0.333428,-1.745174,-0.964905,1.113943,A
0.327793,0.336855,-0.020434,1.086893,0.261718,0.896237,0.144676,0.481482,0.157628,0.85958,A
0.031541,-0.346197,-0.009765,1.029902,0.082961,0.979286,0.220177,0.058207,0.375899,0.891031,A
-3.498799,-0.03215,-2.481465,-0.333876,-4.922215,0.564038,-0.044076,-0.218094,-0.123005,0.669784,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.391033,0.257927,0.019395,0.500624,-0.374721,A
0.241386,0.23479,0.121822,1.037988,0.261718,-0.058835,0.52218,-0.656397,-0.964905,-0.223212,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,0.190314,-0.119577,0.21155,-0.154186,0.401304,A
-0.017834,0.132725,0.125378,1.357345,0.261718,0.190314,0.182426,0.445253,-0.715453,0.189796,A
-0.128929,0.022808,0.19295,0.837775,0.261718,0.896237,0.182426,0.174602,0.219991,0.832842,A
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.231839,0.710932,0.112647,-0.310094,-0.059937,A
-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.311485,0.106925,-0.523926,0.001721,1.242933,A
-0.030178,-0.220579,0.242739,1.988271,0.17234,1.062336,0.106925,0.918795,0.095265,1.03714,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.273364,0.55993,1.488151,0.500624,0.064086,A
0.09326,-0.055704,0.068476,0.305076,0.261718,-0.474083,0.597681,0.139848,0.469443,-0.624539,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,0.522513,0.484429,-1.701781,-1.245538,0.322693,A
0.068573,0.533135,0.488131,0.255665,-0.632064,0.190314,0.597681,0.266709,0.001721,-0.042048,A
0.068573,0.289748,0.107596,1.267115,0.261718,0.605563,0.786433,0.782517,-0.247731,0.218006,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.605563,0.295677,-0.407181,-0.684271,0.504592,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,-1.013906,0.182426,0.689149,0.718895,-0.894442,A
0.15498,-0.236281,0.01513,0.558909,0.17234,0.231839,0.484429,0.525011,0.095265,0.071463,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.141884,0.106925,0.601159,0.251173,-0.062445,A
0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.439463,0.220177,0.703808,-0.029461,0.403811,A
0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.723232,0.257927,0.100008,0.126447,-0.674471,A
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.224934,0.106925,-0.091001,0.126447,-0.143274,A
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,0.813187,-0.044076,-1.988158,-1.557353,0.951102,A
-0.079554,0.313302,0.139604,0.295528,0.261718,0.979286,0.069175,-0.624634,-0.65309,0.974598,A
0.142636,0.486028,0.025799,0.545422,0.17234,-0.058835,-0.157328,-0.034172,-0.310094,0.15081,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,0.854712,0.408929,-0.458185,-0.310094,0.665034,A
0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.307984,-0.006326,-0.147499,-0.777816,-0.156523,A
0.401857,-0.220579,-3.210528,-1.185513,-1.168333,0.024215,0.144676,-0.704178,-0.403638,0.065351,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.972381,-11.935457,-2.023358,-1.49499,-6.719324,A
-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.43606,0.069175,-0.008699,0.313536,1.402085,A
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.681707,-2.686605,0.165069,-0.684271,-2.14181,A
0.019197,-0.087108,0.384996,0.794958,0.261718,1.145386,0.144676,0.077079,0.157628,1.073353,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.183409,0.144676,0.297288,-0.029461,-0.117115,A
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.515608,0.333428,0.747842,0.032902,-0.519334,A
0.019197,-0.605286,0.502357,0.181368,0.17234,0.480988,0.220177,0.652939,0.40708,0.434154,A
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.515608,0.144676,0.713341,0.064084,-0.427547,A
0.192011,0.509582,0.079145,1.072093,0.261718,1.186911,0.144676,0.578171,0.500624,1.116933,A
0.130292,0.077766,-0.045329,0.285383,-0.095795,0.356414,0.069175,0.129383,0.313536,0.406246,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.771662,0.446679,-0.764541,-0.091823,0.566291,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,1.477585,-0.006326,0.562755,0.344717,1.485856,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.266459,0.144676,0.179533,0.500624,-0.202417,A
0.241386,-0.322644,0.310311,0.49055,0.261718,0.314889,0.673182,0.114783,-0.154186,0.036817,A
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.806282,0.220177,0.879983,0.001721,-0.729431,A
0.15498,0.336855,0.068476,0.021525,0.261718,0.024215,0.333428,-0.277,0.001721,-0.03866,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.01731,0.069175,0.464629,-0.029461,0.06106,A
-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.307984,0.55993,1.042607,-1.775623,-0.466593,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.107265,-0.006326,-0.279602,-0.060642,0.223816,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,0.937762,0.333428,0.283037,0.18881,0.773844,A
0.130292,-0.314793,0.417003,1.051058,0.082961,0.273364,0.257927,1.155449,0.562987,0.224347,A
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,-0.515608,0.182426,0.356253,0.562987,-0.435792,A
0.167323,0.226939,0.239183,-0.094813,0.17234,1.311485,0.673182,-0.404094,-0.684271,0.900121,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.10036,-2.875357,0.331303,-0.278912,-1.659629,A
0.117948,0.171981,0.217845,1.738109,0.261718,-0.01731,0.182426,1.319276,0.40708,0.004087,A
0.25373,0.219088,0.14316,0.720541,0.261718,-0.349509,0.182426,0.948189,0.126447,-0.284597,A
-3.498799,0.195534,0.221401,-0.256595,-4.922215,-2.716425,0.257927,-0.155635,-1.49499,-2.480475,A
0.204355,0.360409,0.139604,0.299019,-0.095795,1.685209,0.371178,-1.041366,0.001721,1.412091,A
0.130292,-0.071406,0.214288,0.915742,0.261718,0.896237,0.55993,-0.376873,-0.497183,0.608037,A
0.068573,0.226939,0.01513,-0.609818,-1.078955,-0.847807,0.295677,-0.084535,-0.123005,-0.795734,A
0.09326,-0.267686,0.168055,-0.383884,0.261718,0.439463,0.55993,0.072885,-0.247731,0.213871,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.349509,0.408929,0.949316,0.40708,-0.400218,A
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.806282,1.050686,-0.020309,0.375899,-1.11229,A
1.21655,0.156278,-0.013322,0.353593,0.17234,0.688613,0.220177,-0.575143,-0.933723,0.620273,A
0.216699,0.124874,-3.210528,-0.886924,0.261718,0.356414,0.295677,-0.22753,-0.060642,0.285056,A
0.944986,0.132725,0.136047,0.564936,0.17234,0.107265,0.144676,0.333925,-0.185368,0.142625,A
0.401857,-0.29909,0.328093,0.432395,-1.257711,-0.681707,-2.875357,1.592471,0.157628,-2.197734,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,0.564038,-0.232828,1.939094,0.812439,0.773627,A
0.031541,-2.426761,0.37077,0.77977,0.17234,0.647088,0.635431,0.655813,0.500624,0.341884,A
-3.43708,-0.024299,5.196809,-1.63562,-3.313408,-1.346105,-2.611104,1.927541,-3.864781,-2.64991,A
0.241386,0.23479,0.121822,1.037988,0.261718,1.851308,0.295677,-1.291514,-0.933723,1.615087,A
0.142636,0.486028,0.025799,0.545422,0.17234,-0.391033,0.106925,-1.029658,-1.49499,-0.298798,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,-0.847807,0.937434,-2.833039,-3.085245,-1.096775,A
0.056229,0.43107,-3.210528,-1.133148,0.261718,-0.224934,0.257927,-0.00369,-0.029461,-0.222838,A
0.080916,0.164129,0.19295,0.819007,0.261718,0.356414,0.220177,1.047596,-0.029461,0.324838,A
-0.030178,0.438921,-0.045329,0.766462,0.17234,0.522513,0.220177,-0.832883,-0.902542,0.470127,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.640182,-0.081827,0.634669,0.500624,-0.421122,A
-3.498799,0.376111,-3.210528,-0.007,-4.922215,1.062336,0.748682,0.981914,-2.025075,0.637524,A
5.759087,-0.236281,0.377883,-2.104317,-1.79398,-1.470679,0.333428,-1.526129,-2.711067,-1.373778,A
0.179667,0.321153,0.242739,0.045844,0.17234,-0.266459,0.106925,0.045276,-0.185368,-0.185877,A
0.019197,-0.605286,0.502357,0.181368,0.17234,0.231839,0.446679,0.321752,0.064084,0.080155,A
0.043885,-0.079257,0.061363,0.565085,0.261718,0.771662,0.069175,0.315092,-0.341275,0.781209,A
0.117948,0.321153,-3.210528,0.642753,0.351096,-0.598658,0.144676,0.771665,0.562987,-0.4952,A
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,1.602159,-0.157328,-0.543497,-0.216549,1.688575,A
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.432558,-0.157328,-0.14649,0.064084,-0.186167,A
-0.314087,-0.236281,0.029355,0.460861,0.261718,1.062336,-0.119577,0.136994,0.375899,1.196147,A
0.068573,-0.087108,0.470349,-0.099617,0.17234,0.107265,0.597681,-0.136471,0.095265,-0.11609,A
0.031541,-0.09496,-0.031104,0.803253,0.261718,-0.889332,0.333428,-3.047191,-3.365878,-0.855745,A
0.278418,0.069915,0.214288,-2.283942,0.082961,-1.055431,0.257927,-2.283078,-0.808997,-0.969087,A
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.183409,0.333428,0.625408,0.905984,-0.189229,A
0.130292,0.870736,-3.210528,0.062493,0.261718,1.43606,1.46594,0.636203,0.282354,0.515587,A
0.229043,-0.354049,0.182281,0.210878,0.261718,-0.058835,-0.157328,0.026715,0.18881,0.158285,A
1.043737,-0.401156,0.473906,0.506215,0.261718,-0.10036,0.257927,0.506916,-0.746634,-0.113016,A
0.117948,0.321153,-3.210528,0.642753,0.351096,2.100457,0.371178,-0.552349,-0.497183,1.778892,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-2.633375,0.295677,-0.18202,0.531806,-2.401574,A
0.09326,0.10132,0.313868,0.756586,0.351096,-0.10036,0.257927,1.434681,0.438262,-0.105964,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.640182,0.257927,-0.103795,0.469443,-0.604154,A
0.266074,0.258344,-3.210528,-0.405994,0.261718,0.273364,-0.119577,-0.151849,0.064084,0.462821,A
-0.178304,0.014957,0.264078,0.582361,0.17234,0.937762,-0.044076,-0.233432,-0.341275,1.015754,A
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.349509,0.144676,0.15806,-0.154186,-0.275278,A
-0.030178,0.093469,0.235627,1.206186,0.261718,0.688613,0.673182,0.499946,0.438262,0.372999,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.847807,-2.762106,-1.732457,-0.87136,-2.214455,A
0.31545,-0.236281,0.37077,0.812174,0.261718,0.480988,0.899684,0.449253,0.219991,0.047003,A
-0.264711,-0.126364,0.235627,0.176773,0.261718,1.975883,0.257927,0.126763,-0.060642,1.753215,A
-0.00549,-0.283388,0.214288,-2.421913,0.17234,-0.141884,0.484429,-1.095554,-0.029461,-0.260451,A
0.192011,0.509582,0.079145,1.072093,0.261718,0.647088,0.710932,0.959314,0.438262,0.309986,A
-3.498799,-0.550328,0.050694,-0.629422,-4.922215,-0.681707,0.257927,-0.511752,-0.403638,-0.635401,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.307984,-0.232828,-0.192272,0.40708,-0.010752,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.058835,0.106925,0.264884,0.157628,0.002267,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,0.647088,0.408929,-1.113882,-0.43482,0.479578,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,0.647088,0.333428,-0.884373,0.001721,0.521397,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.349509,0.710932,0.114123,0.313536,-0.562166,A
-0.091897,-0.189174,0.345875,0.235912,0.261718,0.273364,0.220177,0.533476,0.562987,0.253183,A
-0.178304,-0.189174,0.264078,-0.640492,0.17234,0.730137,0.257927,1.491529,0.469443,0.638633,A
0.105604,-0.251983,0.466793,0.287084,0.261718,-0.183409,0.295677,0.205298,0.001721,-0.199439,A
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.557133,0.069175,0.356058,-0.247731,-0.421049,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.141884,0.446679,-0.779024,-0.060642,-0.240427,A
-0.00549,0.611647,0.022242,1.012179,0.261718,0.813187,0.333428,0.323751,-0.372457,0.664588,A
0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.058835,0.182426,-0.213939,-0.185368,-0.030342,A
0.364825,0.289748,0.235627,-0.32379,0.17234,-0.266459,-0.081827,0.541262,0.18881,-0.076429,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.730137,0.069175,1.360398,0.812439,0.765767,A
0.15498,-0.236281,0.01513,0.558909,0.17234,-0.598658,0.182426,0.985836,-2.461615,-0.521046,A
0.117948,0.23479,0.050694,0.220456,0.261718,0.14879,0.106925,-0.659542,-1.058449,0.185939,A
-0.054866,0.313302,0.05425,0.218427,0.261718,-0.10036,0.257927,0.103736,-0.372457,-0.111786,A
0.142636,-0.142067,0.246296,0.789259,-1.347089,1.311485,0.182426,0.394404,-0.123005,1.206141,A
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.854712,0.748682,1.315567,0.656532,0.452418,A
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.640182,0.408929,0.941161,0.126447,-0.669915,A
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.397939,0.786433,1.176282,0.687713,0.048486,A
-0.474557,0.446772,-3.210528,-0.716161,0.351096,4.882622,1.050686,-2.29131,-2.212163,3.716658,A
0.15498,-0.322644,0.175168,0.126526,0.17234,1.186911,0.257927,-0.213318,0.064084,1.028978,A
0.080916,0.650903,-0.023991,0.472826,0.261718,0.813187,0.295677,-0.525382,0.126447,0.682418,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.141884,0.408929,0.601372,0.001721,-0.230216,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.186911,0.182426,0.395006,0.18881,1.093534,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.14879,-0.044076,0.707497,0.469443,0.283959,A
0.068573,-0.197025,0.032912,0.615571,0.082961,-0.847807,0.106925,0.790109,-0.123005,-0.707394,A
1.37702,-0.063555,0.349432,0.40572,0.17234,0.937762,0.106925,-0.299095,0.095265,0.928957,A
0.080916,0.077766,0.050694,0.857319,-1.257711,0.397939,-0.157328,0.872722,0.375899,0.577634,A
-0.06721,-0.275537,0.253409,0.371526,-1.078955,0.397939,0.333428,0.188134,0.812439,0.299824,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.190314,0.257927,1.605517,0.750076,0.150569,A
-0.104241,-0.055704,0.299642,0.391249,0.17234,0.356414,0.031425,0.370348,0.344717,0.433274,A
-0.474557,0.446772,-3.210528,-0.716161,0.351096,4.550423,0.52218,-2.037065,-2.368071,3.871867,A
-3.498799,0.211237,-3.210528,-0.424226,-4.922215,1.519109,-2.724356,-0.833388,-0.247731,-0.834335,A
-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.058835,0.446679,0.272261,-2.180982,-0.137223,A
0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.14879,0.446679,-0.165401,-0.372457,0.016577,A
0.117948,0.124874,0.128935,0.3837,0.17234,0.314889,0.144676,-0.045084,-0.559546,0.329986,A
0.204355,-0.448263,0.349432,0.689659,0.261718,-0.183409,0.408929,0.900952,0.032902,-0.265743,A
0.179667,-0.291239,0.228514,1.550427,0.17234,0.979286,0.069175,0.451699,0.438262,0.993572,A
0.019197,-0.424709,0.33165,0.137655,-0.006417,0.397939,0.333428,0.136237,0.095265,0.298968,A
0.043885,0.187683,0.303198,-0.717056,-1.79398,-0.847807,-2.988609,1.02257,0.531806,-1.407858,A
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.889332,0.069175,0.356874,0.469443,-0.725224,A
0.241386,-0.126364,0.417003,0.096091,0.17234,0.356414,0.484429,0.381434,0.313536,0.156633,A
0.09326,0.329004,0.271191,-0.813522,0.17234,2.225032,0.295677,-1.323491,-0.497183,1.95063,A
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.480988,0.52218,-0.266477,-0.559546,0.258885,A
0.142636,0.470326,-2.958023,-0.379737,0.261718,1.020811,0.786433,0.110104,0.344717,0.581203,A
0.229043,-0.008597,0.175168,0.087408,0.17234,1.311485,0.673182,-1.035385,-0.247731,0.900446,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,0.14879,0.371178,0.478259,0.18881,0.057998,A
1.37702,-0.063555,0.349432,0.40572,0.17234,-0.307984,0.408929,0.385473,-0.216549,-0.376409,A
