intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio.1,Class
0.105604,0.556689,-0.031104,0.619301,0.17234,0.14879,-2.913108,-0.63502,-0.154186,-1.535112,A
0.179667,-0.291239,0.228514,1.550427,0.17234,-0.474083,0.295677,0.762792,-0.43482,-0.469727,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.314889,0.484429,-0.067489,-0.154186,0.134729,A
0.080916,0.014957,0.064919,0.346104,0.17234,-0.058835,0.144676,0.018308,0.219991,-0.003495,A
0.15498,-0.189174,0.246296,-1.223587,0.082961,-0.224934,-2.611104,-0.067295,-0.996086,-0.347525,A
0.229043,-1.044953,0.349432,0.84243,0.261718,1.685209,0.333428,0.261874,0.095265,1.446689,A
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.307984,0.182426,0.49218,0.438262,-0.254953,A
0.09326,0.423218,0.022242,-0.203782,0.082961,0.688613,0.220177,0.917222,-0.341275,0.61726,A
0.25373,0.219088,0.14316,0.720541,0.261718,-0.058835,0.144676,0.296666,-0.091823,-0.003025,A
0.117948,-0.291239,0.306755,0.255993,0.17234,-0.307984,0.408929,-0.208056,-0.65309,-0.375336,A
0.006853,0.038511,-0.376075,0.963811,-0.006417,0.813187,0.408929,0.300414,0.375899,0.625746,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.356414,0.220177,-0.538157,-0.528364,0.326996,A
0.105604,0.10132,0.246296,0.08708,0.261718,-1.013906,-0.308329,-2.564543,-2.835793,-0.65012,A
0.142636,0.164129,0.200063,-0.249732,0.261718,-1.055431,0.069175,0.200483,0.219991,-0.86956,A
0.15498,-0.377602,0.349432,0.70613,-0.006417,1.103861,0.220177,-0.285329,0.18881,0.977515,A
0.09326,-0.267686,0.168055,-0.383884,0.261718,0.14879,0.635431,-0.198096,0.219991,-0.088472,A
0.130292,0.077766,0.299642,-0.693335,0.261718,0.231839,0.446679,-1.371796,-0.029461,0.086967,A
0.229043,-0.354049,0.182281,0.210878,0.261718,-0.058835,0.295677,0.252691,-0.403638,-0.094066,A
0.117948,0.627349,0.075589,0.831628,0.261718,0.605563,0.031425,0.370639,0.095265,0.680935,A
0.117948,0.289748,0.392108,-1.747095,0.261718,1.311485,0.786433,0.551086,-0.403638,0.82961,A
0.068573,-0.267686,0.33165,-0.197963,-2.062114,-1.055431,0.031425,0.58617,-2.742249,-0.862954,A
-0.054866,0.313302,0.05425,0.218427,0.261718,0.522513,0.899684,-0.297678,-0.247731,0.088281,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.522513,0.84935,0.935181,0.750076,0.118671,A
0.080916,0.650903,-0.023991,0.472826,0.261718,0.605563,0.635431,0.307869,0.157628,0.32074,A
0.080916,0.650903,-0.023991,0.472826,0.261718,1.26996,0.597681,-0.607295,-0.278912,0.900857,A
0.15498,0.054213,0.164499,-0.048325,0.261718,-0.598658,-0.232828,-0.062635,0.064084,-0.302222,A
0.377169,0.164129,0.139604,-0.241825,0.17234,-0.474083,-0.006326,-0.724933,-0.964905,-0.305802,A
0.142636,0.069915,0.399221,0.568039,-1.168333,0.14879,0.333428,0.541806,0.531806,0.08077,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,0.439463,0.106925,-0.607625,0.032902,0.464401,A
0.117948,0.289748,0.392108,-1.747095,0.261718,1.186911,0.144676,0.573996,-0.590727,1.132629,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.439463,0.484429,0.905107,0.18881,0.24513,A
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.439463,0.748682,-0.402016,-0.43482,0.100505,A
0.031541,0.36826,-0.027547,0.237135,0.17234,-0.349509,0.333428,0.022793,0.219991,-0.369875,A
0.006853,0.164129,0.125378,0.58451,0.261718,0.14879,0.220177,-0.660513,-0.840179,0.136947,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.349509,0.484429,-0.320452,-0.154186,-0.452573,A
0.130292,0.007106,0.239183,0.766194,0.261718,-0.183409,-0.195078,0.510042,-0.278912,0.076587,A
0.080916,0.077766,0.050694,0.857319,-1.257711,-0.058835,0.220177,-1.246567,-1.276719,-0.040842,A
0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.228436,0.371178,-1.030648,-0.029461,1.020901,A
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.557133,0.257927,-0.433411,-0.684271,-0.527122,A
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.266459,-0.195078,-0.11659,-0.840179,0.002858,A
0.15498,0.054213,0.164499,-0.048325,0.261718,0.564038,0.257927,0.165322,0.251173,0.495286,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,2.141982,-3.026359,-1.273807,-0.715453,-0.052849,A
0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.768258,0.484429,-1.302464,-0.466001,1.421457,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.307984,-0.044076,-0.241606,-0.216549,-0.136307,A
-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-1.055431,0.786433,-0.120512,-2.866974,-1.201787,A
0.117948,0.321153,-3.210528,0.642753,0.351096,-0.058835,0.446679,0.882061,0.18881,-0.178042,A
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,3.180103,0.220177,-0.870394,-0.87136,2.877416,A
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.266459,0.031425,0.046926,0.313536,-0.1314,A
-0.054866,0.313302,0.05425,0.218427,0.261718,0.06574,0.408929,0.431953,0.18881,-0.043289,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.640182,0.333428,0.557823,0.937165,-0.639102,A
0.105604,-0.149918,0.438342,0.934659,0.261718,0.439463,0.182426,0.769373,0.032902,0.411479,A
0.266074,0.580242,0.114709,-0.165469,0.261718,0.480988,0.408929,-0.605917,-0.216549,0.319666,A
0.130292,-0.463965,0.338762,0.26578,0.261718,3.097054,0.748682,-1.63738,-0.808997,2.393776,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.058835,0.446679,0.642494,0.032902,-0.18079,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.10036,0.597681,0.484103,0.313536,-0.292337,A
0.142636,0.486028,0.100483,-0.448543,0.17234,-0.474083,1.201687,0.188309,0.375899,-0.899601,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,0.813187,0.484429,0.113094,-0.029461,0.574621,A
0.290762,0.156278,0.136047,1.401386,0.082961,-0.557133,0.257927,0.146294,-0.43482,-0.52242,A
-0.104241,-0.079257,0.011573,0.220903,0.261718,-0.183409,0.597681,-1.112096,-0.65309,-0.373058,A
0.179667,-0.291239,0.228514,1.550427,0.17234,0.356414,-0.044076,0.936909,0.562987,0.480422,A
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.847807,0.144676,0.427061,0.282354,-0.728515,A
0.142636,0.203385,-0.006209,-0.834827,0.261718,1.560634,0.220177,-0.112047,-0.403638,1.403857,A
0.117948,0.23479,0.050694,0.220456,0.261718,0.813187,-0.119577,-0.404929,-0.403638,0.945967,A
0.068573,-0.197025,0.032912,0.615571,0.082961,2.058932,0.824183,-0.68717,-0.123005,1.453355,A
0.09326,-0.055704,0.068476,0.305076,0.261718,0.107265,-2.988609,0.546193,0.001721,-1.455415,A
-0.104241,-0.079257,0.011573,0.220903,0.261718,2.55723,0.182426,-1.628119,-0.621908,2.330498,A
0.229043,-1.044953,0.349432,0.84243,0.261718,0.896237,0.333428,0.959684,0.40708,0.737208,A
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.10036,0.861934,0.627719,-0.123005,-0.417721,A
0.142636,0.203385,-0.006209,-0.834827,0.261718,-0.847807,0.106925,-3.138404,-3.521785,-0.701246,A
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.917015,0.799017,-2.059393,-1.370264,-1.095304,A
0.09326,0.10132,0.313868,0.756586,0.351096,0.107265,0.371178,0.741085,0.126447,0.015769,A
0.130292,-0.314793,0.417003,1.051058,0.082961,0.937762,0.408929,0.326605,0.313536,0.727432,A
1.142487,0.062064,0.125378,1.05983,0.261718,1.26996,0.673182,0.522138,-0.310094,0.866487,A
-0.00549,0.611647,0.022242,1.012179,0.261718,1.186911,0.975185,0.225218,0.001721,0.612221,A
0.167323,0.313302,0.168055,-0.383198,0.261718,0.190314,0.824183,0.55825,-0.247731,-0.148073,A
0.006853,0.038511,-0.376075,0.963811,-0.006417,0.730137,0.484429,0.291191,-0.154186,0.511054,A
0.056229,-0.291239,0.239183,0.767954,0.17234,0.356414,-0.081827,-0.491832,-0.808997,0.505424,A
0.167323,0.313302,0.168055,-0.383198,0.261718,0.480988,0.295677,0.131014,-0.185368,0.399363,A
-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.141884,0.031425,0.282396,0.594169,-0.026304,A
-0.091897,-0.220579,0.274747,0.567174,-0.185173,-3.090148,0.408929,0.758851,-1.775623,-2.844407,A
-0.16596,-0.267686,0.256965,0.051662,0.261718,1.477585,0.182426,-1.09633,-0.247731,1.36041,A
0.204355,0.360409,0.139604,0.299019,-0.095795,-1.346105,0.371178,-1.697101,0.718895,-1.272949,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,2.391131,0.106925,-1.145451,-0.996086,2.246342,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.723232,0.144676,0.180057,1.061891,-0.616403,A
0.216699,-0.189174,0.352988,-2.20129,0.261718,-0.10036,0.371178,-2.214891,-2.274526,-0.165733,A
0.241386,0.23479,0.121822,1.037988,0.261718,0.771662,0.52218,0.340914,-0.278912,0.51772,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.595254,-0.157328,-2.305969,-1.557353,-1.270875,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.480988,0.446679,-0.185865,-0.029461,0.311505,A
0.056229,0.533135,0.185837,0.882801,0.261718,0.356414,0.408929,0.898816,0.126447,0.20155,A
0.229043,0.124874,0.182281,0.686496,0.261718,0.273364,0.257927,0.530681,-0.123005,0.227132,A
0.229043,0.124874,0.182281,0.686496,0.261718,-0.01731,0.597681,0.456028,-0.029461,-0.209686,A
0.290762,0.109171,-0.112901,0.221262,0.261718,0.356414,0.408929,0.107444,0.344717,0.221791,A
0.105604,-0.087108,0.367214,1.522618,0.261718,0.314889,0.106925,2.110745,0.874802,0.377773,A
0.019197,-0.605286,0.502357,0.181368,0.17234,0.273364,0.673182,0.189746,-0.216549,-0.00716,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,3.014004,0.408929,-1.249285,-1.027268,2.58092,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.107265,0.446679,0.578617,0.219991,-0.029052,A
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.522513,1.126187,0.690722,0.937165,-0.017588,A
0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.847807,-2.799857,-0.328179,-0.621908,-2.19865,A
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.141884,0.597681,0.459426,-0.060642,-0.328948,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.01731,0.144676,0.49449,0.687713,0.043544,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.141884,0.182426,-0.107446,-0.029461,-0.116054,A
-3.498799,0.486028,0.139604,-5.440122,-0.006417,-0.307984,0.182426,0.242148,-2.243345,-0.261933,A
0.068573,0.289748,0.107596,1.267115,0.261718,0.480988,0.295677,1.412684,0.001721,0.382003,A
0.068573,-1.16272,-3.210528,-0.829367,0.261718,2.183507,0.295677,-1.578726,-1.49499,1.93949,A
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.349509,-0.308329,-0.470048,-0.902542,-0.011874,A
0.043885,0.407516,-0.120014,0.281743,0.261718,0.06574,0.295677,0.298162,0.126447,0.016239,A
0.056229,0.124874,0.136047,0.14974,0.17234,-1.138481,0.748682,0.440477,0.375899,-1.265812,A
0.15498,0.23479,0.210732,0.643738,0.17234,0.730137,-0.232828,0.650551,-0.341275,0.94018,A
-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.349509,0.52218,1.299725,-2.305708,-0.463688,A
0.117948,0.124874,0.128935,0.3837,0.17234,-0.307984,-0.044076,0.011901,-0.590727,-0.130713,A
-0.017834,-0.047852,0.093371,-0.139302,0.261718,-0.640182,0.182426,-1.024552,-0.497183,-0.560069,A
0.15498,0.140576,0.228514,0.766134,-1.257711,1.768258,0.824183,-0.244091,-0.060642,1.201029,A
0.080916,0.650903,-0.023991,0.472826,0.261718,0.356414,0.673182,-0.770696,-1.089631,0.09109,A
0.266074,0.580242,0.114709,-0.165469,0.261718,1.311485,0.446679,-0.378349,-0.902542,1.085674,A
0.130292,-0.126364,0.377883,0.755362,0.261718,-0.058835,0.55993,-0.617217,-1.276719,-0.241367,A
-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.183409,0.031425,0.247351,0.562987,-0.060745,A
-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.107265,0.55993,1.386822,-1.744441,-0.094174,A
-0.104241,-0.079257,0.011573,0.220903,0.261718,1.145386,0.446679,-0.733049,0.001721,0.886752,A
0.006853,-0.055704,0.335206,1.778897,0.261718,0.771662,0.144676,0.719845,0.438262,0.7696,A
-0.00549,0.611647,0.022242,1.012179,0.261718,0.564038,-0.081827,1.011523,0.438262,0.689928,A
0.09326,-0.055704,0.068476,0.305076,0.261718,-0.141884,0.446679,-0.341615,-0.684271,-0.259787,A
0.352481,0.211237,0.306755,-0.946242,0.17234,4.218225,-0.195078,-0.881888,-1.962712,4.048692,A
0.019197,-0.087108,0.292529,0.240776,0.17234,0.14879,-2.422353,-0.117192,-0.372457,-1.766691,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,0.231839,-5.517887,-0.404579,-1.058449,-3.382922,A
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,1.934358,-0.232828,-1.048102,-1.214356,2.101523,A
0.056229,0.124874,0.136047,0.14974,0.17234,-0.598658,-0.157328,0.587587,0.344717,-0.340051,A
0.438888,-0.047852,0.388552,0.873551,-1.078955,0.06574,0.446679,1.444098,-0.123005,-0.061975,A
0.056229,0.533135,0.185837,0.882801,0.261718,0.314889,0.786433,0.474007,-0.154186,-0.02153,A
-0.00549,0.611647,0.022242,1.012179,0.261718,1.311485,0.55993,-0.978537,-0.840179,0.954984,A
0.15498,-0.189174,0.246296,-1.223587,0.082961,1.726734,0.371178,-0.093602,-0.65309,1.464132,A
0.229043,-0.369751,0.484575,0.250174,0.261718,2.55723,0.484429,-0.834087,-0.310094,2.112952,A
0.068573,0.289748,0.107596,1.267115,0.261718,0.979286,0.408929,0.921532,-0.060642,0.748323,A
0.142636,0.069915,0.399221,0.568039,-1.168333,-0.10036,0.182426,-0.822069,-0.590727,-0.082854,A
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,0.647088,0.257927,-1.060295,-0.310094,0.581793,A
-0.017834,0.132725,0.125378,1.357345,0.261718,0.356414,0.069175,0.75918,-0.310094,0.429585,A
0.142636,0.069915,0.399221,0.568039,-1.168333,-0.10036,0.106925,0.426556,0.438262,-0.030644,A
0.080916,0.10132,0.10404,0.14049,0.261718,0.564038,0.597681,-0.395551,-0.466001,0.288504,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,-0.391033,-0.308329,-2.328432,-2.305708,-0.065519,A
9.52396,-0.181323,0.068476,-2.809808,-2.777139,-2.342701,-5.782139,1.094038,-3.771237,-4.671073,A
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.557133,0.295677,-0.850842,-0.715453,-0.512873,A
0.192011,0.509582,0.079145,1.072093,0.261718,0.06574,0.333428,1.296813,0.656532,-0.005171,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,1.020811,0.069175,-0.544816,0.594169,1.019165,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.813187,0.597681,0.070186,0.157628,0.504605,A
0.216699,-0.189174,0.352988,-2.20129,0.261718,-0.598658,-0.044076,0.330955,-0.123005,-0.407269,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.432558,-3.06411,0.608206,0.375899,-1.786715,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.557133,1.805694,-2.439838,-1.993893,-1.221654,A
0.241386,-0.126364,0.417003,0.096091,0.17234,-0.058835,0.635431,0.393142,0.500624,-0.240342,A
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.349509,-2.573354,-0.346178,0.313536,-2.05693,A
0.463576,0.109171,0.224957,-1.411178,0.261718,1.062336,0.295677,-0.491269,0.001721,0.90328,A
0.105604,-0.087108,0.367214,1.522618,0.261718,0.439463,0.295677,1.068604,0.375899,0.350046,A
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.605563,-0.270579,-1.038453,-0.684271,0.853998,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.432558,0.144676,0.673636,0.687713,-0.342775,A
0.204355,0.360409,0.139604,0.299019,-0.095795,-1.595254,0.899684,-0.679249,2.277968,-1.68433,A
0.068573,-0.267686,0.33165,-0.197963,-2.062114,-0.640182,-0.044076,-0.531284,-0.060642,-0.438444,A
0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.058835,0.295677,0.3414,0.219991,-0.099719,A
0.192011,-0.259834,0.402778,-0.06593,0.261718,0.107265,0.257927,-0.068848,-0.123005,0.076563,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.224934,0.182426,-0.178118,0.157628,-0.184358,A
0.130292,-0.071406,0.214288,0.915742,0.261718,0.730137,0.597681,-0.089467,-0.497183,0.455637,A
-0.128929,0.211237,0.075589,0.526356,0.261718,-0.183409,-0.006326,0.609546,-0.43482,-0.036189,A
0.056229,0.007106,0.406334,0.455401,0.261718,0.356414,0.069175,0.507479,0.438262,0.406813,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.356414,-0.006326,1.35038,0.469443,0.477589,A
-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.802976,0.408929,-1.639574,-1.027268,3.269099,A
0.056229,0.533135,0.185837,0.882801,0.261718,0.854712,0.710932,0.2112,0.219991,0.522373,A
0.105604,-0.087108,0.367214,1.522618,0.261718,-0.266459,0.484429,-0.750251,-1.526171,-0.380592,A
0.15498,-0.471816,0.50947,1.205082,0.261718,-0.10036,0.257927,1.453476,0.001721,-0.104662,A
-0.215336,0.776522,0.502357,-1.289141,-0.721442,-0.058835,0.031425,-0.266011,-0.403638,0.056334,A
-3.498799,-0.16562,0.811764,-1.809159,-4.922215,-1.138481,0.333428,-1.938377,-2.679886,-1.066854,A
0.105604,-0.251983,0.466793,0.287084,0.261718,-0.391033,0.899684,-0.067431,-0.060642,-0.691759,A
0.142636,0.069915,0.399221,0.568039,-1.168333,2.183507,-0.308329,-1.027115,-0.123005,2.361167,A
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.10036,0.333428,1.056217,0.219991,-0.15586,A
0.266074,-0.16562,0.32098,0.483299,0.17234,0.273364,0.371178,0.929823,0.251173,0.159345,A
0.142636,-0.330495,0.299642,0.418282,0.17234,-0.681707,-0.081827,0.018852,-0.154186,-0.444568,A
0.056229,0.124874,0.136047,0.14974,0.17234,-0.681707,-0.006326,-0.256032,-0.65309,-0.501505,A
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.432558,0.031425,0.445,0.064084,-0.295265,A
1.772024,0.014957,0.335206,-0.08619,-2.687761,0.688613,0.295677,-0.594326,-0.247731,0.583529,A
0.15498,0.23479,0.210732,0.643738,0.17234,0.854712,0.333428,0.667928,-0.590727,0.737003,A
0.389513,0.376111,0.018686,-0.690978,0.082961,0.231839,0.295677,-0.536021,-0.185368,0.163673,A
0.290762,0.109171,-0.112901,0.221262,0.261718,0.190314,0.446679,0.271602,0.500624,0.05901,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.266459,0.446679,0.513983,0.219991,-0.351069,A
0.229043,0.124874,0.182281,0.686496,0.261718,2.889429,0.748682,-1.313899,-0.777816,2.230284,A
0.994361,-0.008597,-0.148465,0.826884,0.261718,-0.01731,0.106925,1.043577,-0.154186,0.052609,A
0.105604,0.289748,0.171611,-0.220044,0.261718,-0.474083,0.144676,0.555027,0.095265,-0.385173,A
0.043885,-0.079257,0.061363,0.565085,0.261718,2.515706,0.144676,-0.815137,-0.621908,2.347978,A
0.080916,0.077766,0.050694,0.857319,-1.257711,0.273364,0.52218,1.990816,0.40708,0.082904,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.43606,0.408929,-0.788072,-0.216549,1.171398,A
0.377169,0.179832,0.064919,-1.533962,0.261718,-0.515608,0.371178,0.229684,-0.216549,-0.542866,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.10036,0.031425,1.713215,0.656532,0.015937,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.273364,0.408929,-0.206232,-0.247731,0.141528,A
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.107265,0.333428,0.482103,-0.091823,0.034973,A
0.130292,-0.463965,0.338762,0.26578,0.261718,0.896237,0.257927,-0.596345,0.064084,0.784319,A
0.130292,0.077766,0.299642,-0.693335,0.261718,-0.598658,0.257927,-0.96485,-0.621908,-0.551956,A
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.307984,0.220177,-0.017417,-0.808997,-0.29189,A
-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.062336,0.371178,0.345865,0.594169,0.881942,A
0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.266459,0.257927,0.132004,0.62535,-0.260088,A
0.204355,-0.448263,0.349432,0.689659,0.261718,2.141982,0.710932,-1.291883,-0.65309,1.593556,A
0.327793,-0.142067,0.481018,-2.171392,0.261718,0.397939,0.484429,0.539922,0.687713,0.207349,A
0.15498,0.23479,0.210732,0.643738,0.17234,1.726734,0.371178,-1.170925,-0.528364,1.4474,A
-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.896237,-0.572582,-0.938367,-1.058449,1.328332,A
0.389513,0.376111,0.018686,-0.690978,0.082961,0.356414,0.55993,-0.1063,0.18881,0.137525,A
0.130292,-0.071406,0.214288,0.915742,0.261718,0.024215,-0.081827,0.632728,-0.154186,0.192955,A
0.142636,0.486028,0.100483,-0.448543,0.17234,-0.391033,0.55993,1.069924,0.313536,-0.517309,A
0.15498,-0.251983,0.125378,-0.576698,-0.900198,0.647088,0.069175,-1.37067,-0.528364,0.679355,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.847807,0.069175,0.477405,0.032902,-0.688914,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.14879,0.408929,0.378988,-0.154186,0.028849,A
0.068573,-0.204876,0.424116,1.412158,0.261718,0.480988,0.220177,1.642504,0.687713,0.416252,A
0.216699,-2.08916,0.424116,-0.457525,0.082961,-0.307984,0.220177,1.422391,0.594169,-0.278617,A
0.327793,0.336855,-0.020434,1.086893,0.261718,-0.307984,0.220177,0.449873,-0.528364,-0.276773,A
0.080916,-0.118513,0.445454,-0.188027,0.261718,0.605563,0.220177,1.470891,0.562987,0.555706,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.024215,0.408929,-1.360283,-0.840179,-0.087291,A
0.142636,0.164129,0.200063,-0.249732,0.261718,0.356414,0.446679,-1.071615,-0.840179,0.181443,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.643684,0.220177,-1.489842,-0.808997,1.484216,A
0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.896237,0.975185,1.334401,0.001721,0.358086,A
0.377169,-0.079257,0.153829,-1.102952,0.261718,0.14879,0.52218,0.757782,-0.247731,-0.03215,A
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.06574,0.182426,0.565084,0.375899,0.076707,A
0.130292,0.007106,0.239183,0.766194,0.261718,0.273364,0.333428,0.581763,-0.216549,0.174378,A
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.107265,0.55993,1.302618,0.687713,-0.098248,A
0.15498,-0.040001,0.363657,1.200934,0.261718,0.771662,0.144676,0.911844,0.219991,0.759088,A
-3.43708,-0.024299,5.196809,-1.63562,-3.313408,-2.59185,-2.988609,2.18763,-3.771237,-2.254429,A
1.043737,-0.401156,0.473906,0.506215,0.261718,0.522513,0.182426,-0.192893,-0.684271,0.518528,A
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.356414,0.257927,-0.4743,-0.43482,0.299414,A
0.352481,0.211237,0.306755,-0.946242,0.17234,-0.058835,0.333428,0.559745,-0.060642,-0.120635,A
0.327793,0.336855,-0.020434,1.086893,0.261718,0.439463,0.257927,0.483423,0.251173,0.394553,A
0.068573,0.289748,0.107596,1.267115,0.261718,1.103861,0.069175,1.3198,-0.247731,1.100839,A
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.307984,0.220177,-0.954482,-0.247731,-0.279534,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.439463,0.106925,1.116463,0.126447,0.464207,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,-1.096956,-0.195078,0.008678,0.251173,-0.779508,A
0.0,386.0,50.0,0.168104,0.0,53.0,83.0,0.275032,44.0,0.63802,A
0.130292,0.077766,-0.045329,0.285383,-0.095795,0.190314,0.824183,0.289133,0.032902,-0.152931,A
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.224934,0.55993,0.374406,0.219991,-0.383099,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.349509,0.069175,0.219335,0.251173,-0.220946,A
-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.307984,0.673182,0.673034,-1.744441,-0.501951,A
-3.498799,0.486028,0.139604,-5.440122,-0.006417,0.14879,0.635431,0.038073,-2.430434,-0.090437,A
0.216699,-0.189174,0.352988,-2.20129,0.261718,-0.681707,0.257927,-1.986333,-2.212163,-0.634919,A
0.130292,0.077766,0.299642,-0.693335,0.261718,-0.515608,0.144676,0.105969,0.095265,-0.420844,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.892833,0.52218,0.848336,0.438262,1.500081,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,0.522513,-0.006326,1.12155,0.438262,0.612534,A
0.080916,0.014957,0.064919,0.346104,0.17234,0.522513,0.408929,0.030715,0.064084,0.364306,A
0.019197,-0.087108,0.292529,0.240776,0.17234,-0.515608,0.371178,-0.418306,-0.029461,-0.543831,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.349509,0.899684,-0.234287,0.095265,-0.640982,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,0.979286,-3.13961,-1.120542,-0.65309,-0.509088,A
0.105604,0.203385,-0.023991,0.995678,0.261718,0.397939,0.220177,-0.418384,-0.65309,0.362463,A
0.019197,0.588093,0.260522,-1.348758,0.082961,0.14879,-0.270579,-1.469106,-0.746634,0.417301,A
0.204355,0.038511,0.036468,0.655644,0.17234,1.519109,0.257927,0.248866,0.126447,1.338554,A
0.130292,-0.314793,0.417003,1.051058,0.082961,0.480988,0.484429,0.795138,0.656532,0.279245,A
0.105604,-0.149918,0.438342,0.934659,0.261718,3.221628,0.899684,-1.373214,-1.151994,2.40066,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,0.605563,0.069175,-1.048879,-0.154186,0.638187,A
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.01731,0.182426,-0.026658,0.40708,0.005281,A
0.846235,0.014957,-0.052442,0.98795,0.261718,-1.38763,-2.384602,1.141198,-0.684271,-1.498789,A
0.056229,0.43107,-3.210528,-1.133148,0.261718,-0.806282,0.295677,-0.74198,-0.621908,-0.766175,A
0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.847807,0.408929,0.250167,0.313536,-0.858819,A
